lock_id,channel,lock_month,locked_amount,funded_flag
LOCK-2024-01939,Retail,2024-05-01,907825,1
LOCK-2024-01940,Retail,2024-01-01,810700,0
LOCK-2024-01941,Wholesale,2024-04-01,374569,0
LOCK-2024-01942,Retail,2024-12-01,860421,1
LOCK-2024-01943,Correspondent,2024-04-01,810245,1
LOCK-2024-01944,Correspondent,2024-11-01,209379,1
LOCK-2024-01945,Wholesale,2024-07-01,433446,1
LOCK-2024-01946,Wholesale,2024-03-01,1050373,1
LOCK-2024-01947,Retail,2024-01-01,287793,1
LOCK-2024-01948,Retail,2024-02-01,329434,0
LOCK-2024-01949,Wholesale,2024-11-01,219023,1
LOCK-2024-01950,Direct,2024-05-01,1100473,1
LOCK-2024-01951,Retail,2024-10-01,372003,0
LOCK-2024-01952,Wholesale,2024-08-01,549985,0
LOCK-2024-01953,Retail,2024-12-01,1139306,1
LOCK-2024-01954,Retail,2024-02-01,626764,1
LOCK-2024-01955,Direct,2024-06-01,980382,1
LOCK-2024-01956,Retail,2024-11-01,193778,1
LOCK-2024-01957,Direct,2024-01-01,1055024,1
LOCK-2024-01958,Direct,2024-01-01,300938,1
LOCK-2024-01959,Correspondent,2024-11-01,846602,1
LOCK-2024-01960,Retail,2024-08-01,865196,1
LOCK-2024-01961,Direct,2024-06-01,870896,0
LOCK-2024-01962,Direct,2024-12-01,686063,1
LOCK-2024-01963,Correspondent,2024-04-01,204198,1
LOCK-2024-01964,Retail,2024-03-01,865910,1
LOCK-2024-01965,Retail,2024-01-01,633265,1
LOCK-2024-01966,Correspondent,2024-12-01,704102,1
LOCK-2024-01967,Retail,2024-10-01,679258,0
LOCK-2024-01968,Retail,2024-08-01,957088,1
LOCK-2024-01969,Correspondent,2024-12-01,902347,1
LOCK-2024-01970,Correspondent,2024-07-01,696365,0
LOCK-2024-01971,Correspondent,2024-06-01,293122,0
LOCK-2024-01972,Wholesale,2024-06-01,1160737,1
LOCK-2024-01973,Direct,2024-12-01,586445,0
LOCK-2024-01974,Correspondent,2024-03-01,830991,1
LOCK-2024-01975,Retail,2024-12-01,649261,0
LOCK-2024-01976,Direct,2024-08-01,1181790,1
LOCK-2024-01977,Retail,2024-05-01,1036102,0
LOCK-2024-01978,Wholesale,2024-01-01,175457,1
LOCK-2024-01979,Retail,2024-06-01,774668,1
LOCK-2024-01980,Correspondent,2024-08-01,1095223,1
LOCK-2024-01981,Wholesale,2024-06-01,570745,0
LOCK-2024-01982,Correspondent,2024-01-01,716475,1
LOCK-2024-01983,Direct,2024-04-01,951831,1
LOCK-2024-01984,Direct,2024-01-01,815572,1
LOCK-2024-01985,Correspondent,2024-01-01,194599,0
LOCK-2024-01986,Retail,2024-06-01,802598,0
LOCK-2024-01987,Direct,2024-11-01,913372,1
LOCK-2024-01988,Wholesale,2024-11-01,843126,1
LOCK-2024-01989,Wholesale,2024-01-01,1128921,1
LOCK-2024-01990,Wholesale,2024-10-01,859622,1
LOCK-2024-01991,Correspondent,2024-10-01,738373,1
LOCK-2024-01992,Correspondent,2024-01-01,490335,0
LOCK-2024-01993,Retail,2024-11-01,926608,1
LOCK-2024-01994,Wholesale,2024-09-01,264695,0
LOCK-2024-01995,Correspondent,2024-11-01,986235,1
LOCK-2024-01996,Wholesale,2024-07-01,991765,1
LOCK-2024-01997,Retail,2024-12-01,1094443,1
LOCK-2024-01998,Direct,2024-12-01,790316,0
LOCK-2024-01999,Retail,2024-02-01,836027,0
LOCK-2024-02000,Retail,2024-09-01,888153,0
LOCK-2024-02001,Wholesale,2024-05-01,858852,0
LOCK-2024-02002,Wholesale,2024-03-01,857335,0
LOCK-2024-02003,Retail,2024-07-01,190155,1
LOCK-2024-02004,Wholesale,2024-09-01,242040,0
LOCK-2024-02005,Direct,2024-01-01,1037519,0
LOCK-2024-02006,Wholesale,2024-05-01,202031,1
LOCK-2024-02007,Retail,2024-09-01,1044381,1
LOCK-2024-02008,Direct,2024-02-01,333523,1
LOCK-2024-02009,Retail,2024-08-01,873840,0
LOCK-2024-02010,Wholesale,2024-04-01,381096,1
LOCK-2024-02011,Correspondent,2024-11-01,547012,0
LOCK-2024-02012,Retail,2024-01-01,1082584,0
LOCK-2024-02013,Direct,2024-05-01,231053,1
LOCK-2024-02014,Retail,2024-12-01,774810,0
LOCK-2024-02015,Direct,2024-02-01,1113789,1
LOCK-2024-02016,Correspondent,2024-05-01,253210,1
LOCK-2024-02017,Wholesale,2024-02-01,439669,1
LOCK-2024-02018,Correspondent,2024-11-01,193519,1
LOCK-2024-02019,Wholesale,2024-06-01,272461,0
LOCK-2024-02020,Retail,2024-03-01,967354,1
LOCK-2024-02021,Direct,2024-10-01,1165194,1
LOCK-2024-02022,Correspondent,2024-03-01,182630,1
LOCK-2024-02023,Correspondent,2024-11-01,406437,1
LOCK-2024-02024,Correspondent,2024-09-01,376476,0
LOCK-2024-02025,Wholesale,2024-07-01,363672,1
LOCK-2024-02026,Direct,2024-08-01,994855,0
LOCK-2024-02027,Retail,2024-03-01,892751,1
LOCK-2024-02028,Correspondent,2024-02-01,1025386,1
LOCK-2024-02029,Direct,2024-06-01,789155,0
LOCK-2024-02030,Correspondent,2024-02-01,347375,1
LOCK-2024-02031,Correspondent,2024-06-01,444280,0
LOCK-2024-02032,Retail,2024-05-01,267244,1
LOCK-2024-02033,Correspondent,2024-03-01,398276,1
LOCK-2024-02034,Retail,2024-05-01,1115375,1
LOCK-2024-02035,Wholesale,2024-08-01,677220,1
LOCK-2024-02036,Correspondent,2024-08-01,996881,1
LOCK-2024-02037,Wholesale,2024-10-01,406397,0
LOCK-2024-02038,Retail,2024-04-01,442217,0
LOCK-2024-02039,Retail,2024-05-01,327637,0
LOCK-2024-02040,Direct,2024-12-01,238164,0
LOCK-2024-02041,Wholesale,2024-08-01,270814,1
LOCK-2024-02042,Direct,2024-08-01,201502,1
LOCK-2024-02043,Correspondent,2024-04-01,461849,1
LOCK-2024-02044,Retail,2024-02-01,493077,0
LOCK-2024-02045,Retail,2024-06-01,681855,1
LOCK-2024-02046,Direct,2024-01-01,251565,1
LOCK-2024-02047,Wholesale,2024-06-01,316619,0
LOCK-2024-02048,Wholesale,2024-06-01,205243,1
LOCK-2024-02049,Correspondent,2024-04-01,376618,1
LOCK-2024-02050,Retail,2024-02-01,1099374,0
LOCK-2024-02051,Retail,2024-05-01,1066011,1
LOCK-2024-02052,Direct,2024-04-01,850194,1
LOCK-2024-02053,Correspondent,2024-04-01,194259,0
LOCK-2024-02054,Retail,2024-11-01,806917,1
LOCK-2024-02055,Direct,2024-02-01,358149,1
LOCK-2024-02056,Retail,2024-10-01,1169970,1
LOCK-2024-02057,Direct,2024-07-01,254180,1
LOCK-2024-02058,Retail,2024-11-01,796826,1
LOCK-2024-02059,Direct,2024-01-01,918828,1
LOCK-2024-02060,Correspondent,2024-05-01,197044,1
LOCK-2024-02061,Direct,2024-04-01,663359,0
LOCK-2024-02062,Wholesale,2024-04-01,477387,1
LOCK-2024-02063,Wholesale,2024-10-01,714905,1
LOCK-2024-02064,Retail,2024-09-01,717424,1
LOCK-2024-02065,Correspondent,2024-11-01,748890,0
LOCK-2024-02066,Correspondent,2024-07-01,228552,1
LOCK-2024-02067,Direct,2024-03-01,898969,0
LOCK-2024-02068,Correspondent,2024-06-01,931301,0
LOCK-2024-02069,Wholesale,2024-06-01,894669,0
LOCK-2024-02070,Correspondent,2024-01-01,432964,1
LOCK-2024-02071,Correspondent,2024-08-01,583575,1
LOCK-2024-02072,Retail,2024-08-01,219274,1
LOCK-2024-02073,Direct,2024-10-01,813448,0
LOCK-2024-02074,Wholesale,2024-06-01,565058,1
LOCK-2024-02075,Wholesale,2024-10-01,1128240,1
LOCK-2024-02076,Wholesale,2024-12-01,870497,1
LOCK-2024-02077,Wholesale,2024-07-01,992894,0
LOCK-2024-02078,Correspondent,2024-06-01,1042511,1
LOCK-2024-02079,Retail,2024-02-01,577870,1
LOCK-2024-02080,Wholesale,2024-03-01,727992,1
LOCK-2024-02081,Direct,2024-11-01,1173512,0
LOCK-2024-02082,Retail,2024-02-01,744819,0
LOCK-2024-02083,Correspondent,2024-11-01,438857,1
LOCK-2024-02084,Correspondent,2024-05-01,952585,1
LOCK-2024-02085,Wholesale,2024-02-01,163792,1
LOCK-2024-02086,Direct,2024-04-01,298237,1
LOCK-2024-02087,Correspondent,2024-07-01,1072699,0
LOCK-2024-02088,Retail,2024-05-01,344293,1
LOCK-2024-02089,Correspondent,2024-01-01,243433,1
LOCK-2024-02090,Wholesale,2024-11-01,815090,1
LOCK-2024-02091,Retail,2024-05-01,501164,1
LOCK-2024-02092,Retail,2024-12-01,720950,1
LOCK-2024-02093,Correspondent,2024-02-01,166312,0
LOCK-2024-02094,Wholesale,2024-06-01,1195158,1
LOCK-2024-02095,Direct,2024-05-01,749138,0
LOCK-2024-02096,Wholesale,2024-04-01,859651,1
LOCK-2024-02097,Wholesale,2024-06-01,297056,1
LOCK-2024-02098,Correspondent,2024-06-01,493676,1
LOCK-2024-02099,Wholesale,2024-11-01,1138691,1
LOCK-2024-02100,Direct,2024-03-01,462925,1
LOCK-2024-02101,Correspondent,2024-05-01,695470,1
LOCK-2024-02102,Retail,2024-12-01,810336,1
LOCK-2024-02103,Correspondent,2024-01-01,813612,0
LOCK-2024-02104,Wholesale,2024-06-01,239976,1
LOCK-2024-02105,Wholesale,2024-12-01,642408,1
LOCK-2024-02106,Correspondent,2024-07-01,358177,1
LOCK-2024-02107,Direct,2024-09-01,897767,1
LOCK-2024-02108,Direct,2024-11-01,404589,1
LOCK-2024-02109,Retail,2024-03-01,741585,0
LOCK-2024-02110,Wholesale,2024-04-01,853545,1
LOCK-2024-02111,Correspondent,2024-11-01,311777,0
LOCK-2024-02112,Retail,2024-01-01,963422,0
LOCK-2024-02113,Correspondent,2024-12-01,773248,0
LOCK-2024-02114,Retail,2024-05-01,1078863,1
LOCK-2024-02115,Direct,2024-04-01,554829,1
LOCK-2024-02116,Correspondent,2024-10-01,612975,0
LOCK-2024-02117,Correspondent,2024-09-01,987830,1
LOCK-2024-02118,Correspondent,2024-10-01,848821,1
LOCK-2024-02119,Retail,2024-02-01,1033308,0
LOCK-2024-02120,Correspondent,2024-06-01,466447,1
LOCK-2024-02121,Wholesale,2024-07-01,1092740,1
LOCK-2024-02122,Retail,2024-03-01,1024657,1
LOCK-2024-02123,Retail,2024-06-01,1127252,1
LOCK-2024-02124,Direct,2024-05-01,720458,1
LOCK-2024-02125,Correspondent,2024-07-01,485797,1
LOCK-2024-02126,Retail,2024-06-01,272490,1
LOCK-2024-02127,Direct,2024-07-01,601937,1
LOCK-2024-02128,Correspondent,2024-06-01,822545,0
LOCK-2024-02129,Wholesale,2024-03-01,937447,1
LOCK-2024-02130,Wholesale,2024-11-01,463209,1
LOCK-2024-02131,Correspondent,2024-02-01,1147852,0
LOCK-2024-02132,Correspondent,2024-08-01,776469,0
LOCK-2024-02133,Wholesale,2024-02-01,758932,1
LOCK-2024-02134,Wholesale,2024-05-01,950562,1
LOCK-2024-02135,Wholesale,2024-08-01,1078304,1
LOCK-2024-02136,Retail,2024-07-01,860976,1
LOCK-2024-02137,Correspondent,2024-02-01,739580,0
LOCK-2024-02138,Direct,2024-08-01,763603,1
LOCK-2024-02139,Correspondent,2024-01-01,445129,0
LOCK-2024-02140,Wholesale,2024-11-01,743106,1
LOCK-2024-02141,Correspondent,2024-08-01,724605,1
LOCK-2024-02142,Correspondent,2024-02-01,253047,1
LOCK-2024-02143,Direct,2024-12-01,995499,1
LOCK-2024-02144,Direct,2024-04-01,723024,1
LOCK-2024-02145,Wholesale,2024-10-01,764530,1
LOCK-2024-02146,Direct,2024-10-01,889857,1
LOCK-2024-02147,Retail,2024-01-01,735809,1
LOCK-2024-02148,Retail,2024-04-01,826199,1
LOCK-2024-02149,Correspondent,2024-07-01,378748,1
LOCK-2024-02150,Direct,2024-07-01,500510,1
LOCK-2024-02151,Wholesale,2024-01-01,155844,1
LOCK-2024-02152,Correspondent,2024-04-01,362212,0
LOCK-2024-02153,Direct,2024-06-01,915262,1
LOCK-2024-02154,Retail,2024-07-01,975827,1
LOCK-2024-02155,Wholesale,2024-02-01,790902,0
LOCK-2024-02156,Retail,2024-10-01,664914,0
LOCK-2024-02157,Retail,2024-10-01,597178,0
LOCK-2024-02158,Wholesale,2024-08-01,461901,1
LOCK-2024-02159,Correspondent,2024-05-01,230662,1
LOCK-2024-02160,Correspondent,2024-11-01,566114,1
LOCK-2024-02161,Wholesale,2024-05-01,572332,1
LOCK-2024-02162,Correspondent,2024-04-01,249330,1
LOCK-2024-02163,Direct,2024-09-01,197500,1
LOCK-2024-02164,Direct,2024-09-01,578900,1
LOCK-2024-02165,Direct,2024-06-01,301257,1
LOCK-2024-02166,Direct,2024-02-01,582572,1
LOCK-2024-02167,Retail,2024-05-01,789794,1
LOCK-2024-02168,Retail,2024-08-01,884366,0
LOCK-2024-02169,Correspondent,2024-07-01,262401,1
LOCK-2024-02170,Retail,2024-10-01,968571,1
LOCK-2024-02171,Direct,2024-06-01,412666,1
LOCK-2024-02172,Retail,2024-11-01,576181,0
LOCK-2024-02173,Direct,2024-11-01,828277,0
LOCK-2024-02174,Wholesale,2024-12-01,352226,1
LOCK-2024-02175,Correspondent,2024-05-01,274781,0
LOCK-2024-02176,Direct,2024-06-01,257841,1
LOCK-2024-02177,Correspondent,2024-11-01,414709,0
LOCK-2024-02178,Retail,2024-11-01,733632,1
LOCK-2024-02179,Wholesale,2024-09-01,995618,1
LOCK-2024-02180,Wholesale,2024-06-01,1114129,1
LOCK-2024-02181,Correspondent,2024-11-01,456312,1
LOCK-2024-02182,Direct,2024-07-01,307258,0
LOCK-2024-02183,Direct,2024-02-01,224068,0
LOCK-2024-02184,Retail,2024-04-01,524065,1
LOCK-2024-02185,Correspondent,2024-04-01,331010,1
LOCK-2024-02186,Correspondent,2024-03-01,793563,1
LOCK-2024-02187,Correspondent,2024-12-01,668336,1
LOCK-2024-02188,Direct,2024-09-01,536975,1
LOCK-2024-02189,Direct,2024-04-01,473275,1
LOCK-2024-02190,Direct,2024-05-01,594356,1
LOCK-2024-02191,Retail,2024-11-01,821878,0
LOCK-2024-02192,Wholesale,2024-04-01,899970,1
LOCK-2024-02193,Retail,2024-09-01,178323,1
LOCK-2024-02194,Correspondent,2024-11-01,410373,1
LOCK-2024-02195,Retail,2024-12-01,642261,0
LOCK-2024-02196,Retail,2024-12-01,1019963,1
LOCK-2024-02197,Correspondent,2024-06-01,402882,1
LOCK-2024-02198,Direct,2024-12-01,831372,1
LOCK-2024-02199,Wholesale,2024-03-01,871711,1
LOCK-2024-02200,Correspondent,2024-05-01,410024,1
LOCK-2024-02201,Correspondent,2024-07-01,365407,1
LOCK-2024-02202,Wholesale,2024-12-01,712009,0
LOCK-2024-02203,Correspondent,2024-02-01,847311,1
LOCK-2024-02204,Direct,2024-03-01,633590,0
LOCK-2024-02205,Direct,2024-02-01,334197,1
LOCK-2024-02206,Wholesale,2024-03-01,1063312,1
LOCK-2024-02207,Direct,2024-02-01,634781,0
LOCK-2024-02208,Retail,2024-12-01,821647,1
LOCK-2024-02209,Wholesale,2024-07-01,443633,0
LOCK-2024-02210,Wholesale,2024-11-01,614003,1
LOCK-2024-02211,Retail,2024-09-01,1103713,1
LOCK-2024-02212,Wholesale,2024-08-01,737284,1
LOCK-2024-02213,Wholesale,2024-11-01,649262,0
LOCK-2024-02214,Direct,2024-03-01,399880,1
LOCK-2024-02215,Wholesale,2024-10-01,794393,1
LOCK-2024-02216,Wholesale,2024-06-01,376469,1
LOCK-2024-02217,Wholesale,2024-09-01,708831,1
LOCK-2024-02218,Direct,2024-09-01,1076546,0
LOCK-2024-02219,Correspondent,2024-01-01,472970,1
LOCK-2024-02220,Wholesale,2024-12-01,196841,0
LOCK-2024-02221,Direct,2024-08-01,936643,1
LOCK-2024-02222,Retail,2024-04-01,1125999,1
LOCK-2024-02223,Retail,2024-01-01,412182,0
LOCK-2024-02224,Direct,2024-10-01,932613,0
LOCK-2024-02225,Retail,2024-02-01,928903,0
LOCK-2024-02226,Correspondent,2024-08-01,175323,1
LOCK-2024-02227,Wholesale,2024-04-01,170557,1
LOCK-2024-02228,Wholesale,2024-06-01,490043,1
LOCK-2024-02229,Wholesale,2024-09-01,418022,0
LOCK-2024-02230,Wholesale,2024-10-01,476429,0
LOCK-2024-02231,Correspondent,2024-07-01,238043,1
LOCK-2024-02232,Direct,2024-08-01,1180586,0
LOCK-2024-02233,Direct,2024-05-01,1013683,1
LOCK-2024-02234,Direct,2024-04-01,400836,1
LOCK-2024-02235,Direct,2024-03-01,400220,1
LOCK-2024-02236,Retail,2024-03-01,552731,1
LOCK-2024-02237,Direct,2024-06-01,419664,1
LOCK-2024-02238,Wholesale,2024-02-01,1113900,0
LOCK-2024-02239,Direct,2024-02-01,694331,0
LOCK-2024-02240,Retail,2024-05-01,1097245,0
LOCK-2024-02241,Correspondent,2024-02-01,343081,1
LOCK-2024-02242,Correspondent,2024-02-01,858928,0
LOCK-2024-02243,Wholesale,2024-06-01,188043,1
LOCK-2024-02244,Direct,2024-03-01,734794,1
LOCK-2024-02245,Correspondent,2024-10-01,1094311,1
LOCK-2024-02246,Correspondent,2024-12-01,892457,1
LOCK-2024-02247,Wholesale,2024-12-01,301840,0
LOCK-2024-02248,Correspondent,2024-04-01,436193,1
LOCK-2024-02249,Correspondent,2024-12-01,1196819,1
LOCK-2024-02250,Correspondent,2024-04-01,553979,0
LOCK-2024-02251,Wholesale,2024-03-01,445215,0
LOCK-2024-02252,Correspondent,2024-02-01,615290,1
LOCK-2024-02253,Direct,2024-03-01,705748,1
LOCK-2024-02254,Wholesale,2024-12-01,495491,1
LOCK-2024-02255,Direct,2024-12-01,828089,1
LOCK-2024-02256,Direct,2024-12-01,762618,1
LOCK-2024-02257,Direct,2024-08-01,169251,1
LOCK-2024-02258,Correspondent,2024-10-01,439035,1
LOCK-2024-02259,Direct,2024-03-01,234734,1
LOCK-2024-02260,Direct,2024-05-01,259796,1
LOCK-2024-02261,Retail,2024-03-01,330866,1
LOCK-2024-02262,Direct,2024-12-01,957280,1
LOCK-2024-02263,Correspondent,2024-12-01,764470,1
LOCK-2024-02264,Direct,2024-05-01,1064991,1
LOCK-2024-02265,Retail,2024-06-01,1076313,1
LOCK-2024-02266,Correspondent,2024-10-01,436925,1
LOCK-2024-02267,Direct,2024-12-01,489900,1
LOCK-2024-02268,Retail,2024-04-01,311194,1
LOCK-2024-02269,Retail,2024-10-01,410142,0
LOCK-2024-02270,Correspondent,2024-08-01,248784,1
LOCK-2024-02271,Wholesale,2024-09-01,327362,0
LOCK-2024-02272,Wholesale,2024-06-01,312084,1
LOCK-2024-02273,Correspondent,2024-01-01,572468,1
LOCK-2024-02274,Direct,2024-06-01,208313,1
LOCK-2024-02275,Wholesale,2024-02-01,456673,1
LOCK-2024-02276,Correspondent,2024-01-01,782076,1
LOCK-2024-02277,Direct,2024-11-01,904034,1
LOCK-2024-02278,Retail,2024-12-01,566014,1
LOCK-2024-02279,Retail,2024-05-01,671194,1
LOCK-2024-02280,Retail,2024-10-01,683820,0
LOCK-2024-02281,Retail,2024-05-01,378994,0
LOCK-2024-02282,Direct,2024-06-01,208667,1
LOCK-2024-02283,Correspondent,2024-02-01,728300,1
LOCK-2024-02284,Wholesale,2024-10-01,710977,0
LOCK-2024-02285,Direct,2024-06-01,861542,0
LOCK-2024-02286,Direct,2024-05-01,300246,0
LOCK-2024-02287,Retail,2024-06-01,768797,1
LOCK-2024-02288,Direct,2024-11-01,287229,1
LOCK-2024-02289,Direct,2024-03-01,1145927,1
LOCK-2024-02290,Direct,2024-03-01,924829,0
LOCK-2024-02291,Wholesale,2024-02-01,519090,1
LOCK-2024-02292,Wholesale,2024-09-01,341701,0
LOCK-2024-02293,Correspondent,2024-05-01,512347,0
LOCK-2024-02294,Wholesale,2024-01-01,399201,1
LOCK-2024-02295,Retail,2024-09-01,562887,0
LOCK-2024-02296,Direct,2024-05-01,173852,0
LOCK-2024-02297,Correspondent,2024-02-01,177361,0
LOCK-2024-02298,Wholesale,2024-04-01,1163436,0
LOCK-2024-02299,Correspondent,2024-09-01,247683,0
LOCK-2024-02300,Correspondent,2024-02-01,797180,1
LOCK-2024-02301,Retail,2024-03-01,698004,1
LOCK-2024-02302,Direct,2024-09-01,391637,1
LOCK-2024-02303,Correspondent,2024-02-01,607915,1
LOCK-2024-02304,Retail,2024-02-01,742572,0
LOCK-2024-02305,Retail,2024-09-01,1062814,1
LOCK-2024-02306,Direct,2024-11-01,894650,1
LOCK-2024-02307,Retail,2024-11-01,363522,0
LOCK-2024-02308,Correspondent,2024-12-01,1082621,1
LOCK-2024-02309,Wholesale,2024-07-01,1012935,0
LOCK-2024-02310,Wholesale,2024-03-01,721235,1
LOCK-2024-02311,Correspondent,2024-03-01,740340,1
LOCK-2024-02312,Correspondent,2024-06-01,312269,1
LOCK-2024-02313,Retail,2024-09-01,653552,1
LOCK-2024-02314,Direct,2024-02-01,1095764,1
LOCK-2024-02315,Wholesale,2024-11-01,285174,1
LOCK-2024-02316,Correspondent,2024-03-01,851927,0
LOCK-2024-02317,Direct,2024-08-01,741969,0
LOCK-2024-02318,Wholesale,2024-06-01,988838,1
LOCK-2024-02319,Wholesale,2024-02-01,335131,1
LOCK-2024-02320,Correspondent,2024-08-01,1045187,1
LOCK-2024-02321,Correspondent,2024-05-01,1063849,1
LOCK-2024-02322,Wholesale,2024-10-01,370122,1
LOCK-2024-02323,Direct,2024-02-01,511915,1
LOCK-2024-02324,Wholesale,2024-06-01,1134795,1
LOCK-2024-02325,Correspondent,2024-02-01,224218,1
LOCK-2024-02326,Retail,2024-02-01,715515,1
LOCK-2024-02327,Retail,2024-12-01,593577,1
LOCK-2024-02328,Wholesale,2024-09-01,1121720,0
LOCK-2024-02329,Retail,2024-03-01,265048,1
LOCK-2024-02330,Direct,2024-04-01,885105,0
LOCK-2024-02331,Retail,2024-03-01,214113,0
LOCK-2024-02332,Correspondent,2024-11-01,654111,0
LOCK-2024-02333,Retail,2024-12-01,242775,1
LOCK-2024-02334,Wholesale,2024-02-01,1086266,1
LOCK-2024-02335,Correspondent,2024-05-01,903818,0
LOCK-2024-02336,Retail,2024-06-01,959458,1
LOCK-2024-02337,Correspondent,2024-08-01,1094880,1
LOCK-2024-02338,Retail,2024-05-01,1077220,1
LOCK-2024-02339,Correspondent,2024-10-01,904933,0
LOCK-2024-02340,Retail,2024-11-01,581633,1
LOCK-2024-02341,Retail,2024-11-01,190629,1
LOCK-2024-02342,Correspondent,2024-08-01,1073438,0
LOCK-2024-02343,Retail,2024-03-01,1013583,0
LOCK-2024-02344,Direct,2024-10-01,656457,1
LOCK-2024-02345,Direct,2024-04-01,1195370,1
LOCK-2024-02346,Direct,2024-01-01,646203,1
LOCK-2024-02347,Wholesale,2024-03-01,863761,1
LOCK-2024-02348,Retail,2024-11-01,304979,1
LOCK-2024-02349,Retail,2024-08-01,613409,1
LOCK-2024-02350,Direct,2024-08-01,1019195,0
LOCK-2024-02351,Wholesale,2024-03-01,266768,1
LOCK-2024-02352,Wholesale,2024-12-01,174065,1
LOCK-2024-02353,Retail,2024-12-01,845860,1
LOCK-2024-02354,Retail,2024-09-01,921363,1
LOCK-2024-02355,Wholesale,2024-09-01,390988,1
LOCK-2024-02356,Wholesale,2024-04-01,179164,0
LOCK-2024-02357,Wholesale,2024-11-01,320991,1
LOCK-2024-02358,Retail,2024-09-01,1118331,0
LOCK-2024-02359,Wholesale,2024-11-01,345395,1
LOCK-2024-02360,Correspondent,2024-05-01,1041788,0
LOCK-2024-02361,Correspondent,2024-06-01,441384,0
LOCK-2024-02362,Correspondent,2024-06-01,247179,1
LOCK-2024-02363,Direct,2024-07-01,981696,0
LOCK-2024-02364,Correspondent,2024-09-01,1083663,1
LOCK-2024-02365,Retail,2024-06-01,959395,1
LOCK-2024-02366,Correspondent,2024-07-01,268088,0
LOCK-2024-02367,Direct,2024-12-01,1067464,0
LOCK-2024-02368,Retail,2024-04-01,534878,1
LOCK-2024-02369,Retail,2024-09-01,1103574,1
LOCK-2024-02370,Direct,2024-06-01,1047627,1
LOCK-2024-02371,Correspondent,2024-03-01,559023,1
LOCK-2024-02372,Direct,2024-05-01,179092,1
LOCK-2024-02373,Direct,2024-08-01,172022,1
LOCK-2024-02374,Wholesale,2024-06-01,981672,1
LOCK-2024-02375,Retail,2024-05-01,1167790,1
LOCK-2024-02376,Direct,2024-02-01,712950,0
LOCK-2024-02377,Direct,2024-10-01,772366,1
LOCK-2024-02378,Direct,2024-09-01,1116483,1
LOCK-2024-02379,Retail,2024-06-01,220147,1
LOCK-2024-02380,Direct,2024-04-01,1039963,1
LOCK-2024-02381,Retail,2024-12-01,999221,1
LOCK-2024-02382,Direct,2024-08-01,662247,1
LOCK-2024-02383,Direct,2024-09-01,526320,1
LOCK-2024-02384,Retail,2024-11-01,1050959,1
LOCK-2024-02385,Correspondent,2024-07-01,538830,1
LOCK-2024-02386,Retail,2024-09-01,981872,1
LOCK-2024-02387,Retail,2024-11-01,170878,1
LOCK-2024-02388,Direct,2024-01-01,647493,1
LOCK-2024-02389,Wholesale,2024-06-01,292332,1
LOCK-2024-02390,Retail,2024-11-01,275444,1
LOCK-2024-02391,Wholesale,2024-07-01,765707,1
LOCK-2024-02392,Wholesale,2024-03-01,500116,0
LOCK-2024-02393,Correspondent,2024-08-01,473815,1
LOCK-2024-02394,Direct,2024-05-01,714446,0
LOCK-2024-02395,Direct,2024-08-01,829192,1
LOCK-2024-02396,Retail,2024-05-01,794695,1
LOCK-2024-02397,Retail,2024-08-01,933691,0
LOCK-2024-02398,Direct,2024-10-01,759722,0
LOCK-2024-02399,Direct,2024-01-01,532563,1
LOCK-2024-02400,Retail,2024-01-01,489926,1
LOCK-2024-02401,Direct,2024-11-01,667838,1
LOCK-2024-02402,Retail,2024-01-01,1005780,0
LOCK-2024-02403,Correspondent,2024-08-01,704294,1
LOCK-2024-02404,Correspondent,2024-10-01,189217,1
LOCK-2024-02405,Direct,2024-12-01,236178,1
LOCK-2024-02406,Wholesale,2024-10-01,209450,1
LOCK-2024-02407,Correspondent,2024-11-01,449321,1
LOCK-2024-02408,Wholesale,2024-09-01,1100458,0
LOCK-2024-02409,Direct,2024-03-01,857845,1
LOCK-2024-02410,Correspondent,2024-10-01,693644,1
LOCK-2024-02411,Correspondent,2024-02-01,402850,1
LOCK-2024-02412,Retail,2024-11-01,154592,0
LOCK-2024-02413,Direct,2024-06-01,196657,1
LOCK-2024-02414,Direct,2024-08-01,1025723,0
LOCK-2024-02415,Wholesale,2024-01-01,198101,1
LOCK-2024-02416,Direct,2024-08-01,410528,1
LOCK-2024-02417,Wholesale,2024-12-01,892254,1
LOCK-2024-02418,Wholesale,2024-01-01,590020,0
LOCK-2024-02419,Direct,2024-06-01,723090,0
LOCK-2024-02420,Direct,2024-12-01,250517,1
LOCK-2024-02421,Direct,2024-12-01,339047,0
LOCK-2024-02422,Retail,2024-09-01,671390,0
LOCK-2024-02423,Wholesale,2024-03-01,648493,1
LOCK-2024-02424,Direct,2024-07-01,383667,1
LOCK-2024-02425,Retail,2024-06-01,545566,0
LOCK-2024-02426,Direct,2024-07-01,480490,1
LOCK-2024-02427,Direct,2024-02-01,951357,0
LOCK-2024-02428,Wholesale,2024-10-01,740704,1
LOCK-2024-02429,Correspondent,2024-01-01,517123,1
LOCK-2024-02430,Wholesale,2024-04-01,1030611,1
LOCK-2024-02431,Correspondent,2024-03-01,527105,1
LOCK-2024-02432,Correspondent,2024-05-01,450327,1
LOCK-2024-02433,Direct,2024-12-01,948797,1
LOCK-2024-02434,Correspondent,2024-04-01,954092,0
