loan_id,channel,product,funded_amount,funded_month,margin_bps,interest_rate,state
LN-2024-02218,Wholesale,15yr Fixed,689238,2024-12-01,303,8.41,NY
LN-2024-02219,Correspondent,30yr Fixed,1122037,2024-08-01,334,5.93,IL
LN-2024-02220,Retail,15yr Fixed,446552,2024-01-01,277,5.538,FL
LN-2024-02221,Correspondent,ARM 5/1,414171,2024-04-01,313,6.298,FL
LN-2024-02222,Retail,30yr Fixed,674829,2024-05-01,298,5.552,AZ
LN-2024-02223,Wholesale,ARM 5/1,1199315,2024-05-01,365,6.555,IL
LN-2024-02224,Retail,ARM 5/1,177234,2024-04-01,291,5.754,IL
LN-2024-02225,Wholesale,15yr Fixed,274875,2024-08-01,377,7.931,CA
LN-2024-02226,Retail,ARM 5/1,208021,2024-12-01,278,5.832,AZ
LN-2024-02227,Direct,30yr Fixed,585476,2024-10-01,326,6.844,FL
LN-2024-02228,Direct,ARM 5/1,1072343,2024-12-01,265,5.804,IL
LN-2024-02229,Correspondent,ARM 5/1,229974,2024-04-01,344,6.53,TX
LN-2024-02230,Correspondent,30yr Fixed,532584,2024-07-01,299,8.275,IL
LN-2024-02231,Wholesale,ARM 5/1,1152447,2024-05-01,326,5.638,IL
LN-2024-02232,Correspondent,ARM 5/1,802708,2024-05-01,333,7.89,IL
LN-2024-02233,Wholesale,30yr Fixed,153871,2024-10-01,342,7.373,TX
LN-2024-02234,Correspondent,ARM 5/1,401107,2024-05-01,334,7.811,NY
LN-2024-02235,Direct,ARM 5/1,186768,2024-03-01,286,8.09,NY
LN-2024-02236,Retail,30yr Fixed,790158,2024-03-01,295,5.754,TX
LN-2024-02237,Wholesale,ARM 5/1,932618,2024-09-01,305,6.162,AZ
LN-2024-02238,Correspondent,ARM 5/1,851975,2024-03-01,291,8.23,FL
LN-2024-02239,Correspondent,30yr Fixed,533445,2024-12-01,364,8.35,NY
LN-2024-02240,Retail,ARM 5/1,1061416,2024-06-01,318,7.266,AZ
LN-2024-02241,Wholesale,15yr Fixed,1026164,2024-06-01,309,5.668,IL
LN-2024-02242,Wholesale,15yr Fixed,1035984,2024-01-01,305,6.347,TX
LN-2024-02243,Direct,ARM 5/1,642781,2024-05-01,323,8.228,AZ
LN-2024-02244,Retail,30yr Fixed,941902,2024-06-01,275,6.46,CA
LN-2024-02245,Correspondent,ARM 5/1,844026,2024-08-01,380,7.28,TX
LN-2024-02246,Direct,ARM 5/1,928970,2024-05-01,290,5.589,CA
LN-2024-02247,Direct,ARM 5/1,214282,2024-06-01,375,6.981,CA
LN-2024-02248,Wholesale,15yr Fixed,564373,2024-07-01,262,7.921,TX
LN-2024-02249,Wholesale,ARM 5/1,569703,2024-11-01,296,5.537,TX
LN-2024-02250,Correspondent,ARM 5/1,471678,2024-08-01,369,6.276,IL
LN-2024-02251,Wholesale,30yr Fixed,943809,2024-08-01,298,5.938,TX
LN-2024-02252,Retail,ARM 5/1,959381,2024-07-01,345,6.08,IL
LN-2024-02253,Retail,15yr Fixed,599314,2024-03-01,295,8.202,CA
LN-2024-02254,Direct,ARM 5/1,382398,2024-04-01,357,6.754,CA
LN-2024-02255,Direct,15yr Fixed,882283,2024-05-01,359,6.476,NY
LN-2024-02256,Correspondent,30yr Fixed,882466,2024-12-01,341,7.044,AZ
LN-2024-02257,Direct,30yr Fixed,1187563,2024-12-01,375,6.764,CA
LN-2024-02258,Correspondent,15yr Fixed,941386,2024-06-01,336,6.646,CA
LN-2024-02259,Correspondent,15yr Fixed,858020,2024-06-01,329,8.013,TX
LN-2024-02260,Correspondent,15yr Fixed,1053598,2024-01-01,336,6.315,CA
LN-2024-02261,Wholesale,ARM 5/1,807385,2024-10-01,368,5.604,NY
LN-2024-02262,Retail,15yr Fixed,678109,2024-01-01,280,7.26,CA
LN-2024-02263,Correspondent,30yr Fixed,262800,2024-04-01,324,6.847,CA
LN-2024-02264,Retail,15yr Fixed,875816,2024-06-01,380,7.875,NY
LN-2024-02265,Wholesale,15yr Fixed,717116,2024-11-01,278,5.899,TX
LN-2024-02266,Wholesale,30yr Fixed,656455,2024-04-01,331,7.875,TX
LN-2024-02267,Wholesale,15yr Fixed,667058,2024-05-01,260,6.559,TX
LN-2024-02268,Direct,30yr Fixed,577338,2024-12-01,259,6.232,TX
LN-2024-02269,Direct,15yr Fixed,858525,2024-03-01,343,5.619,TX
LN-2024-02270,Direct,ARM 5/1,295518,2024-02-01,282,6.301,FL
LN-2024-02271,Direct,30yr Fixed,666306,2024-04-01,339,6.48,IL
LN-2024-02272,Direct,30yr Fixed,682452,2024-01-01,265,6.749,NY
LN-2024-02273,Direct,30yr Fixed,520972,2024-07-01,319,7.527,IL
LN-2024-02274,Wholesale,ARM 5/1,539663,2024-10-01,334,6.628,IL
LN-2024-02275,Correspondent,15yr Fixed,973677,2024-07-01,322,6.479,IL
LN-2024-02276,Correspondent,15yr Fixed,987102,2024-10-01,352,7.503,AZ
LN-2024-02277,Direct,15yr Fixed,1012843,2024-05-01,312,6.606,TX
LN-2024-02278,Retail,15yr Fixed,293825,2024-10-01,365,6.797,CA
LN-2024-02279,Correspondent,15yr Fixed,635489,2024-04-01,359,5.79,TX
LN-2024-02280,Correspondent,15yr Fixed,433952,2024-09-01,266,7.867,IL
LN-2024-02281,Direct,30yr Fixed,846742,2024-11-01,324,5.863,NY
LN-2024-02282,Correspondent,ARM 5/1,401080,2024-09-01,321,8.119,TX
LN-2024-02283,Wholesale,30yr Fixed,251462,2024-06-01,343,8.155,TX
LN-2024-02284,Retail,15yr Fixed,406831,2024-06-01,339,6.517,AZ
LN-2024-02285,Correspondent,ARM 5/1,150570,2024-01-01,313,7.569,NY
LN-2024-02286,Correspondent,15yr Fixed,209414,2024-03-01,294,6.276,FL
LN-2024-02287,Direct,30yr Fixed,302503,2024-10-01,300,8.229,NY
LN-2024-02288,Correspondent,ARM 5/1,548295,2024-09-01,252,6.324,NY
LN-2024-02289,Retail,15yr Fixed,899663,2024-05-01,284,6.145,CA
LN-2024-02290,Wholesale,ARM 5/1,949003,2024-10-01,373,5.705,AZ
LN-2024-02291,Correspondent,ARM 5/1,643067,2024-04-01,300,6.182,NY
LN-2024-02292,Direct,ARM 5/1,214822,2024-10-01,313,6.324,IL
LN-2024-02293,Direct,30yr Fixed,394098,2024-11-01,253,8.331,AZ
LN-2024-02294,Retail,30yr Fixed,617561,2024-11-01,253,6.938,NY
LN-2024-02295,Correspondent,ARM 5/1,630878,2024-06-01,258,5.711,CA
LN-2024-02296,Retail,15yr Fixed,1182237,2024-03-01,297,7.422,FL
LN-2024-02297,Retail,15yr Fixed,1019014,2024-07-01,378,8.463,AZ
LN-2024-02298,Wholesale,30yr Fixed,744634,2024-03-01,269,8.228,TX
LN-2024-02299,Retail,30yr Fixed,404898,2024-04-01,373,5.975,NY
LN-2024-02300,Correspondent,15yr Fixed,713347,2024-07-01,370,6.141,IL
LN-2024-02301,Retail,ARM 5/1,896503,2024-03-01,328,5.584,FL
LN-2024-02302,Direct,30yr Fixed,944009,2024-12-01,324,6.734,CA
LN-2024-02303,Retail,15yr Fixed,640424,2024-08-01,326,8.364,CA
LN-2024-02304,Wholesale,30yr Fixed,1044721,2024-06-01,250,5.624,TX
LN-2024-02305,Direct,30yr Fixed,417351,2024-05-01,250,6.635,AZ
LN-2024-02306,Correspondent,15yr Fixed,655628,2024-03-01,344,5.853,FL
LN-2024-02307,Retail,30yr Fixed,239631,2024-02-01,254,7.227,CA
LN-2024-02308,Correspondent,30yr Fixed,883871,2024-02-01,360,6.194,IL
LN-2024-02309,Correspondent,30yr Fixed,577135,2024-05-01,300,6.02,TX
LN-2024-02310,Wholesale,ARM 5/1,793783,2024-06-01,301,5.553,FL
LN-2024-02311,Direct,30yr Fixed,549380,2024-01-01,350,6.174,FL
LN-2024-02312,Correspondent,30yr Fixed,679513,2024-01-01,319,6.311,IL
LN-2024-02313,Retail,15yr Fixed,851677,2024-06-01,271,7.851,IL
LN-2024-02314,Wholesale,ARM 5/1,562602,2024-07-01,319,6.578,FL
LN-2024-02315,Retail,ARM 5/1,870745,2024-04-01,263,6.784,NY
LN-2024-02316,Correspondent,ARM 5/1,798957,2024-04-01,374,7.237,CA
LN-2024-02317,Direct,30yr Fixed,533440,2024-05-01,360,6.494,IL
LN-2024-02318,Direct,15yr Fixed,681065,2024-02-01,329,8.422,IL
LN-2024-02319,Direct,ARM 5/1,560423,2024-06-01,278,6.409,AZ
LN-2024-02320,Correspondent,ARM 5/1,949518,2024-07-01,380,7.472,FL
LN-2024-02321,Direct,15yr Fixed,638667,2024-05-01,326,6.249,NY
LN-2024-02322,Correspondent,30yr Fixed,278840,2024-07-01,300,5.763,TX
LN-2024-02323,Retail,15yr Fixed,872003,2024-12-01,368,7.66,TX
LN-2024-02324,Correspondent,30yr Fixed,226598,2024-06-01,358,6.019,TX
LN-2024-02325,Retail,ARM 5/1,705914,2024-11-01,327,7.81,TX
LN-2024-02326,Retail,15yr Fixed,381784,2024-10-01,266,6.968,NY
LN-2024-02327,Retail,ARM 5/1,662638,2024-05-01,260,7.954,TX
LN-2024-02328,Direct,15yr Fixed,839381,2024-03-01,322,5.638,TX
LN-2024-02329,Direct,30yr Fixed,840395,2024-08-01,341,5.689,FL
LN-2024-02330,Direct,ARM 5/1,152501,2024-02-01,379,6.604,CA
LN-2024-02331,Wholesale,15yr Fixed,949788,2024-09-01,282,7.466,IL
LN-2024-02332,Correspondent,15yr Fixed,347060,2024-10-01,343,8.017,TX
LN-2024-02333,Direct,30yr Fixed,231247,2024-10-01,333,7.168,CA
LN-2024-02334,Wholesale,15yr Fixed,868588,2024-11-01,250,6.926,TX
LN-2024-02335,Correspondent,ARM 5/1,749672,2024-03-01,312,6.943,TX
LN-2024-02336,Retail,30yr Fixed,1092576,2024-04-01,325,7.862,CA
LN-2024-02337,Correspondent,ARM 5/1,397692,2024-08-01,329,5.745,AZ
LN-2024-02338,Retail,15yr Fixed,665440,2024-02-01,262,6.688,TX
LN-2024-02339,Correspondent,15yr Fixed,752240,2024-02-01,361,6.621,TX
LN-2024-02340,Retail,15yr Fixed,482375,2024-05-01,363,7.897,FL
LN-2024-02341,Direct,30yr Fixed,593919,2024-03-01,271,8.376,FL
LN-2024-02342,Direct,ARM 5/1,212223,2024-10-01,287,6.994,IL
LN-2024-02343,Wholesale,15yr Fixed,289287,2024-08-01,315,6.165,FL
LN-2024-02344,Wholesale,15yr Fixed,271326,2024-03-01,286,8.494,TX
LN-2024-02345,Wholesale,ARM 5/1,811602,2024-03-01,362,5.551,AZ
LN-2024-02346,Wholesale,15yr Fixed,589961,2024-11-01,310,7.846,IL
LN-2024-02347,Retail,15yr Fixed,999567,2024-03-01,311,6.553,IL
LN-2024-02348,Direct,15yr Fixed,825907,2024-08-01,340,7.674,CA
LN-2024-02349,Retail,15yr Fixed,236093,2024-09-01,273,6.401,AZ
LN-2024-02350,Retail,30yr Fixed,472356,2024-02-01,272,6.548,AZ
LN-2024-02351,Direct,30yr Fixed,862774,2024-11-01,298,7.142,NY
LN-2024-02352,Retail,ARM 5/1,220402,2024-01-01,266,6.087,TX
LN-2024-02353,Direct,30yr Fixed,782651,2024-06-01,368,7.571,NY
LN-2024-02354,Retail,15yr Fixed,525893,2024-05-01,312,6.724,NY
LN-2024-02355,Retail,15yr Fixed,663769,2024-07-01,372,6.513,TX
LN-2024-02356,Wholesale,15yr Fixed,343742,2024-07-01,324,6.714,IL
LN-2024-02357,Retail,30yr Fixed,322141,2024-07-01,258,7.856,CA
LN-2024-02358,Direct,15yr Fixed,560662,2024-12-01,358,6.276,CA
LN-2024-02359,Correspondent,ARM 5/1,973849,2024-09-01,269,6.207,CA
LN-2024-02360,Correspondent,15yr Fixed,194829,2024-05-01,354,6.384,CA
LN-2024-02361,Retail,15yr Fixed,196458,2024-11-01,278,8.344,CA
LN-2024-02362,Correspondent,ARM 5/1,950671,2024-02-01,370,7.893,AZ
LN-2024-02363,Direct,15yr Fixed,1174085,2024-08-01,368,5.584,TX
LN-2024-02364,Wholesale,30yr Fixed,222023,2024-02-01,321,6.613,TX
LN-2024-02365,Retail,ARM 5/1,1096413,2024-02-01,355,7.503,CA
LN-2024-02366,Correspondent,30yr Fixed,527692,2024-07-01,269,6.179,NY
LN-2024-02367,Retail,ARM 5/1,234425,2024-04-01,306,5.686,TX
LN-2024-02368,Correspondent,ARM 5/1,261123,2024-04-01,380,5.884,CA
LN-2024-02369,Wholesale,30yr Fixed,1163542,2024-03-01,347,6.269,NY
LN-2024-02370,Direct,ARM 5/1,272195,2024-07-01,271,8.196,TX
LN-2024-02371,Correspondent,30yr Fixed,469733,2024-02-01,375,7.485,AZ
LN-2024-02372,Correspondent,15yr Fixed,318368,2024-11-01,341,6.011,IL
LN-2024-02373,Wholesale,30yr Fixed,645206,2024-03-01,323,8.189,CA
LN-2024-02374,Wholesale,15yr Fixed,210243,2024-05-01,334,8.3,TX
LN-2024-02375,Retail,30yr Fixed,874624,2024-06-01,261,8.153,AZ
LN-2024-02376,Retail,30yr Fixed,1081655,2024-09-01,267,7.181,AZ
LN-2024-02377,Direct,30yr Fixed,535539,2024-07-01,277,8.495,TX
LN-2024-02378,Correspondent,15yr Fixed,810202,2024-05-01,354,6.197,TX
LN-2024-02379,Direct,30yr Fixed,872442,2024-11-01,263,8.346,AZ
LN-2024-02380,Wholesale,ARM 5/1,548966,2024-01-01,378,8.127,FL
LN-2024-02381,Retail,30yr Fixed,199485,2024-04-01,360,5.715,CA
LN-2024-02382,Wholesale,30yr Fixed,792808,2024-09-01,305,6.233,NY
LN-2024-02383,Retail,15yr Fixed,1118804,2024-12-01,262,5.876,NY
LN-2024-02384,Wholesale,15yr Fixed,613176,2024-08-01,306,5.737,FL
LN-2024-02385,Direct,30yr Fixed,430694,2024-04-01,342,7.358,CA
LN-2024-02386,Correspondent,30yr Fixed,1059728,2024-11-01,263,7.937,NY
LN-2024-02387,Wholesale,ARM 5/1,967749,2024-03-01,316,6.216,TX
LN-2024-02388,Direct,ARM 5/1,1189491,2024-01-01,375,8.344,AZ
LN-2024-02389,Wholesale,15yr Fixed,1060362,2024-06-01,299,5.577,IL
LN-2024-02390,Correspondent,30yr Fixed,202260,2024-04-01,300,5.678,CA
LN-2024-02391,Correspondent,30yr Fixed,1047607,2024-01-01,285,5.698,AZ
LN-2024-02392,Direct,30yr Fixed,241722,2024-03-01,378,6.564,IL
LN-2024-02393,Wholesale,30yr Fixed,708428,2024-09-01,268,5.896,FL
LN-2024-02394,Correspondent,15yr Fixed,1136146,2024-12-01,313,7.556,TX
LN-2024-02395,Wholesale,ARM 5/1,980383,2024-11-01,302,6.596,TX
LN-2024-02396,Correspondent,30yr Fixed,1188463,2024-08-01,341,6.326,NY
LN-2024-02397,Direct,30yr Fixed,1180357,2024-11-01,271,8.379,AZ
LN-2024-02398,Wholesale,ARM 5/1,375683,2024-07-01,326,5.834,IL
LN-2024-02399,Direct,ARM 5/1,295788,2024-06-01,309,5.761,CA
LN-2024-02400,Direct,30yr Fixed,847160,2024-09-01,366,5.837,TX
LN-2024-02401,Retail,30yr Fixed,236057,2024-01-01,266,5.602,FL
LN-2024-02402,Retail,ARM 5/1,457607,2024-03-01,368,7.089,TX
LN-2024-02403,Correspondent,15yr Fixed,1114533,2024-08-01,351,8.334,AZ
LN-2024-02404,Retail,ARM 5/1,953794,2024-07-01,318,5.56,CA
LN-2024-02405,Wholesale,ARM 5/1,912230,2024-06-01,380,6.549,TX
LN-2024-02406,Correspondent,30yr Fixed,534676,2024-09-01,328,6.837,TX
LN-2024-02407,Correspondent,30yr Fixed,873746,2024-04-01,266,6.723,CA
LN-2024-02408,Direct,15yr Fixed,1181273,2024-04-01,312,5.511,FL
LN-2024-02409,Direct,30yr Fixed,469777,2024-09-01,287,6.963,AZ
LN-2024-02410,Direct,30yr Fixed,418095,2024-07-01,281,7.202,TX
LN-2024-02411,Correspondent,15yr Fixed,893476,2024-03-01,352,8.308,FL
LN-2024-02412,Correspondent,ARM 5/1,886161,2024-08-01,339,8.007,CA
LN-2024-02413,Wholesale,ARM 5/1,815783,2024-08-01,283,5.784,FL
LN-2024-02414,Retail,30yr Fixed,1148216,2024-06-01,276,7.868,FL
LN-2024-02415,Retail,30yr Fixed,1190983,2024-02-01,351,6.029,NY
LN-2024-02416,Retail,ARM 5/1,184251,2024-10-01,306,8.242,TX
LN-2024-02417,Retail,ARM 5/1,340275,2024-10-01,260,6.785,CA
LN-2024-02418,Retail,30yr Fixed,795534,2024-12-01,354,6.999,IL
LN-2024-02419,Direct,30yr Fixed,261959,2024-07-01,260,5.639,IL
LN-2024-02420,Direct,ARM 5/1,253855,2024-05-01,366,7.928,TX
LN-2024-02421,Direct,30yr Fixed,1008959,2024-06-01,334,7.097,TX
LN-2024-02422,Correspondent,30yr Fixed,1127612,2024-02-01,351,6.534,IL
LN-2024-02423,Wholesale,30yr Fixed,1089885,2024-11-01,298,6.598,IL
LN-2024-02424,Retail,ARM 5/1,262669,2024-01-01,343,7.796,IL
LN-2024-02425,Correspondent,15yr Fixed,1078017,2024-08-01,293,6.859,FL
LN-2024-02426,Correspondent,30yr Fixed,635182,2024-01-01,349,8.011,TX
LN-2024-02427,Direct,ARM 5/1,332825,2024-05-01,299,6.58,AZ
LN-2024-02428,Wholesale,30yr Fixed,528109,2024-05-01,277,6.724,AZ
LN-2024-02429,Direct,15yr Fixed,838870,2024-09-01,300,5.916,NY
LN-2024-02430,Wholesale,30yr Fixed,329076,2024-02-01,319,5.855,IL
LN-2024-02431,Correspondent,15yr Fixed,541230,2024-05-01,314,5.855,CA
LN-2024-02432,Retail,30yr Fixed,1082362,2024-06-01,282,6.498,AZ
LN-2024-02433,Wholesale,15yr Fixed,603004,2024-10-01,311,6.697,NY
LN-2024-02434,Correspondent,ARM 5/1,892878,2024-06-01,256,6.323,FL
LN-2024-02435,Correspondent,ARM 5/1,1181252,2024-03-01,375,6.149,NY
LN-2024-02436,Retail,15yr Fixed,715595,2024-07-01,314,7.155,TX
LN-2024-02437,Wholesale,ARM 5/1,814156,2024-03-01,301,6.513,FL
LN-2024-02438,Wholesale,30yr Fixed,1162063,2024-07-01,369,5.614,NY
LN-2024-02439,Retail,30yr Fixed,565138,2024-08-01,310,7.476,CA
LN-2024-02440,Wholesale,30yr Fixed,757380,2024-05-01,277,6.1,FL
LN-2024-02441,Correspondent,15yr Fixed,775772,2024-07-01,295,5.666,FL
LN-2024-02442,Correspondent,30yr Fixed,180641,2024-01-01,371,7.856,FL
LN-2024-02443,Wholesale,15yr Fixed,297901,2024-12-01,278,7.836,FL
LN-2024-02444,Wholesale,30yr Fixed,227532,2024-03-01,337,6.221,CA
LN-2024-02445,Wholesale,ARM 5/1,301378,2024-12-01,354,7.105,FL
LN-2024-02446,Retail,ARM 5/1,274630,2024-09-01,339,5.522,NY
LN-2024-02447,Retail,ARM 5/1,184130,2024-05-01,271,5.636,IL
LN-2024-02448,Correspondent,30yr Fixed,257027,2024-12-01,308,7.363,AZ
LN-2024-02449,Wholesale,ARM 5/1,1059587,2024-12-01,305,6.118,AZ
LN-2024-02450,Correspondent,30yr Fixed,164596,2024-08-01,369,6.315,AZ
LN-2024-02451,Wholesale,ARM 5/1,369965,2024-06-01,282,8.032,NY
LN-2024-02452,Wholesale,ARM 5/1,790633,2024-11-01,262,6.323,NY
LN-2024-02453,Correspondent,30yr Fixed,257923,2024-04-01,262,7.391,CA
LN-2024-02454,Wholesale,30yr Fixed,818201,2024-10-01,258,6.24,FL
LN-2024-02455,Retail,15yr Fixed,291000,2024-09-01,351,6.307,FL
LN-2024-02456,Wholesale,15yr Fixed,824449,2024-10-01,253,7.072,AZ
LN-2024-02457,Direct,30yr Fixed,926451,2024-07-01,260,6.696,NY
LN-2024-02458,Correspondent,ARM 5/1,818769,2024-06-01,346,6.06,TX
LN-2024-02459,Direct,ARM 5/1,1003480,2024-09-01,329,7.21,CA
LN-2024-02460,Correspondent,15yr Fixed,944304,2024-05-01,327,7.915,CA
LN-2024-02461,Direct,ARM 5/1,161211,2024-12-01,368,5.705,CA
LN-2024-02462,Wholesale,15yr Fixed,1115172,2024-10-01,311,7.821,AZ
LN-2024-02463,Wholesale,ARM 5/1,489537,2024-02-01,266,6.418,IL
LN-2024-02464,Wholesale,ARM 5/1,1171280,2024-02-01,281,6.459,CA
LN-2024-02465,Direct,ARM 5/1,218622,2024-04-01,337,6.999,TX
LN-2024-02466,Direct,15yr Fixed,628247,2024-04-01,321,6.037,AZ
LN-2024-02467,Direct,ARM 5/1,373138,2024-11-01,341,6.955,TX
LN-2024-02468,Direct,ARM 5/1,769804,2024-11-01,316,5.526,IL
LN-2024-02469,Direct,15yr Fixed,1125801,2024-10-01,346,6.668,AZ
LN-2024-02470,Wholesale,30yr Fixed,630698,2024-02-01,265,6.412,FL
LN-2024-02471,Retail,15yr Fixed,546724,2024-05-01,271,8.244,AZ
LN-2024-02472,Wholesale,ARM 5/1,301702,2024-05-01,290,5.708,IL
LN-2024-02473,Correspondent,ARM 5/1,732866,2024-11-01,279,6.708,TX
LN-2024-02474,Wholesale,30yr Fixed,155383,2024-08-01,274,7.35,CA
LN-2024-02475,Correspondent,ARM 5/1,1122857,2024-07-01,269,7.992,FL
LN-2024-02476,Correspondent,30yr Fixed,844520,2024-09-01,338,6.476,NY
LN-2024-02477,Correspondent,30yr Fixed,856313,2024-09-01,288,6.679,IL
LN-2024-02478,Wholesale,15yr Fixed,475119,2024-02-01,317,6.501,CA
LN-2024-02479,Retail,15yr Fixed,221620,2024-04-01,317,8.346,TX
LN-2024-02480,Correspondent,ARM 5/1,894391,2024-01-01,359,7.575,CA
LN-2024-02481,Correspondent,15yr Fixed,693296,2024-01-01,378,6.924,FL
LN-2024-02482,Direct,15yr Fixed,511485,2024-07-01,318,8.3,IL
LN-2024-02483,Correspondent,30yr Fixed,357528,2024-07-01,297,7.996,TX
LN-2024-02484,Retail,30yr Fixed,273248,2024-06-01,342,6.103,TX
LN-2024-02485,Direct,15yr Fixed,1037678,2024-04-01,371,5.86,TX
LN-2024-02486,Direct,ARM 5/1,1198827,2024-08-01,337,8.088,AZ
LN-2024-02487,Direct,ARM 5/1,452554,2024-03-01,335,8.138,FL
LN-2024-02488,Retail,30yr Fixed,266537,2024-06-01,326,7.555,CA
LN-2024-02489,Wholesale,ARM 5/1,1164834,2024-10-01,256,7.797,AZ
LN-2024-02490,Direct,30yr Fixed,686881,2024-02-01,271,6.026,IL
LN-2024-02491,Retail,30yr Fixed,373908,2024-11-01,274,6.267,NY
LN-2024-02492,Wholesale,ARM 5/1,309312,2024-10-01,345,6.659,AZ
LN-2024-02493,Wholesale,ARM 5/1,441509,2024-05-01,365,6.486,NY
LN-2024-02494,Wholesale,ARM 5/1,688841,2024-05-01,276,8.339,FL
LN-2024-02495,Correspondent,30yr Fixed,972317,2024-10-01,309,7.75,NY
LN-2024-02496,Wholesale,30yr Fixed,480519,2024-11-01,261,5.694,TX
LN-2024-02497,Correspondent,15yr Fixed,711611,2024-11-01,272,5.538,AZ
LN-2024-02498,Direct,30yr Fixed,508944,2024-05-01,337,5.635,NY
LN-2024-02499,Retail,15yr Fixed,355039,2024-11-01,331,8.225,FL
LN-2024-02500,Correspondent,15yr Fixed,233228,2024-01-01,296,7.525,NY
LN-2024-02501,Wholesale,ARM 5/1,1040763,2024-06-01,336,6.317,IL
LN-2024-02502,Correspondent,30yr Fixed,347029,2024-02-01,280,6.87,TX
LN-2024-02503,Retail,30yr Fixed,678714,2024-06-01,269,7.983,CA
LN-2024-02504,Wholesale,30yr Fixed,407957,2024-12-01,281,7.212,FL
LN-2024-02505,Direct,15yr Fixed,1108804,2024-10-01,372,7.164,TX
LN-2024-02506,Wholesale,ARM 5/1,1138597,2024-06-01,251,6.47,TX
LN-2024-02507,Retail,30yr Fixed,479756,2024-01-01,338,8.446,AZ
LN-2024-02508,Wholesale,15yr Fixed,871179,2024-05-01,360,8.486,CA
LN-2024-02509,Retail,30yr Fixed,1071910,2024-07-01,282,7.654,FL
LN-2024-02510,Direct,15yr Fixed,1039524,2024-02-01,304,7.542,TX
LN-2024-02511,Wholesale,30yr Fixed,604977,2024-06-01,312,7.231,IL
LN-2024-02512,Wholesale,ARM 5/1,768772,2024-04-01,269,5.924,IL
LN-2024-02513,Direct,30yr Fixed,249199,2024-08-01,253,8.11,CA
LN-2024-02514,Correspondent,15yr Fixed,679712,2024-12-01,253,7.685,NY
LN-2024-02515,Correspondent,15yr Fixed,624208,2024-05-01,335,7.414,NY
LN-2024-02516,Direct,30yr Fixed,454724,2024-02-01,363,8.059,IL
LN-2024-02517,Retail,15yr Fixed,370139,2024-05-01,307,5.742,TX
LN-2024-02518,Wholesale,30yr Fixed,1014999,2024-05-01,308,7.449,NY
LN-2024-02519,Retail,ARM 5/1,796484,2024-03-01,299,6.512,FL
LN-2024-02520,Wholesale,15yr Fixed,1169399,2024-05-01,375,7.972,IL
LN-2024-02521,Direct,30yr Fixed,935839,2024-01-01,288,6.909,FL
LN-2024-02522,Wholesale,ARM 5/1,370598,2024-12-01,339,6.521,CA
LN-2024-02523,Direct,30yr Fixed,333879,2024-09-01,263,8.285,CA
LN-2024-02524,Retail,30yr Fixed,703784,2024-10-01,316,5.755,CA
LN-2024-02525,Correspondent,15yr Fixed,1192429,2024-04-01,308,7.032,NY
LN-2024-02526,Direct,15yr Fixed,973298,2024-05-01,350,7.139,TX
LN-2024-02527,Wholesale,15yr Fixed,281874,2024-12-01,265,5.537,FL
LN-2024-02528,Wholesale,30yr Fixed,920869,2024-01-01,306,8.446,IL
LN-2024-02529,Direct,30yr Fixed,728138,2024-08-01,314,6.118,IL
LN-2024-02530,Direct,ARM 5/1,393668,2024-04-01,260,8.061,AZ
LN-2024-02531,Correspondent,15yr Fixed,211927,2024-11-01,260,7.312,AZ
LN-2024-02532,Retail,ARM 5/1,342633,2024-02-01,303,6.037,AZ
LN-2024-02533,Retail,15yr Fixed,872144,2024-09-01,253,6.016,NY
LN-2024-02534,Correspondent,15yr Fixed,1056608,2024-11-01,287,7.899,FL
LN-2024-02535,Wholesale,ARM 5/1,411508,2024-10-01,367,8.403,IL
LN-2024-02536,Direct,15yr Fixed,536600,2024-04-01,331,7.233,AZ
LN-2024-02537,Wholesale,ARM 5/1,1086744,2024-02-01,310,6.338,FL
LN-2024-02538,Direct,ARM 5/1,815320,2024-12-01,344,6.77,AZ
LN-2024-02539,Retail,30yr Fixed,577710,2024-11-01,370,6.259,TX
LN-2024-02540,Retail,30yr Fixed,827754,2024-04-01,277,6.681,FL
LN-2024-02541,Wholesale,30yr Fixed,265330,2024-11-01,337,6.67,NY
LN-2024-02542,Correspondent,ARM 5/1,194331,2024-06-01,323,6.767,AZ
LN-2024-02543,Wholesale,30yr Fixed,249880,2024-08-01,316,7.394,AZ
LN-2024-02544,Correspondent,ARM 5/1,693146,2024-11-01,324,7.467,TX
LN-2024-02545,Direct,30yr Fixed,421135,2024-02-01,302,5.766,CA
LN-2024-02546,Correspondent,30yr Fixed,549982,2024-07-01,344,8.398,CA
LN-2024-02547,Correspondent,30yr Fixed,672352,2024-12-01,321,6.76,FL
LN-2024-02548,Wholesale,ARM 5/1,1079334,2024-04-01,339,7.362,NY
LN-2024-02549,Correspondent,30yr Fixed,559828,2024-02-01,349,7.815,FL
LN-2024-02550,Correspondent,15yr Fixed,283176,2024-05-01,351,6.771,NY
LN-2024-02551,Wholesale,15yr Fixed,951152,2024-04-01,333,8.45,CA
LN-2024-02552,Wholesale,ARM 5/1,222952,2024-01-01,369,6.61,FL
LN-2024-02553,Correspondent,30yr Fixed,1080905,2024-06-01,274,8.196,FL
LN-2024-02554,Wholesale,30yr Fixed,687096,2024-05-01,329,5.551,FL
